store_id,weekly_order_value,weekly_order_cbm,monday,monday_cbm,tuesday,tuesday_cbm,wednesday,wednesday_cbm,thursday,thursday_cbm,friday,friday_cbm,has_orders,weekly_verified
B015,28963.02976081667,15.740777043922103,8109.648333028668,4.407417572298189,0.0,0.0,9268.169523461334,5.037048654055073,2317.0423808653336,1.2592621635137682,3475.563571298,1.8888932452706522,True,False
B017,19899.159046938887,10.81476035159722,0.0,0.0,7163.697256898,3.893313726575,1591.932723755111,0.8651808281277777,4775.798171265333,2.595542484383333,2387.8990856326664,1.2977712421916665,True,False
B018,34599.84587503887,18.804264062521124,6919.969175007774,3.7608528125042247,4151.981505004664,2.2565116875025346,9687.956845010884,5.265193937505915,0.0,0.0,6919.969175007774,3.7608528125042247,True,False
B019,62244.77995847222,33.82868476003925,17428.53838837222,9.47203173281099,0.0,0.0,19918.329586711116,10.825179123212562,4979.582396677779,2.7062947808031406,7469.3735950166665,4.05944217120471,True,False
B020,32216.83489115,17.50914939736413,6443.36697823,3.5018298794728264,3866.020186938,2.1010979276836954,9020.713769521999,4.902561831261956,0.0,0.0,6443.36697823,3.5018298794728264,True,False
B021,28422.944720877775,15.447252565694443,7958.424521845777,4.325230718394444,0.0,0.0,9095.34231068089,4.943120821022222,2273.8355776702224,1.2357802052555555,3410.753366505333,1.8536703078833332,True,False
B022,46032.36256457221,25.017588350310984,0.0,0.0,16571.650523246,9.006331806111957,3682.589005165777,2.001407068024879,11047.767015497331,6.0042212040746366,5523.883507748666,3.0021106020373183,True,False
B023,55605.36448891666,30.220306787454707,11121.072897783333,6.044061357490942,6672.64373867,3.626436814494565,15569.502056896665,8.461685900487318,0.0,0.0,11121.072897783333,6.044061357490942,True,False
B024,55004.81660866111,29.893922069924514,11000.963321732223,5.978784413984903,6600.577993039333,3.5872706483909416,15401.348650425112,8.370298179578866,0.0,0.0,11000.963321732223,5.978784413984903,True,False
B025,41620.13201052778,22.61963696224336,11653.636962947778,6.33349834942814,0.0,0.0,13318.442243368889,7.238283827917875,3329.610560842222,1.8095709569794687,4994.415841263333,2.714356435469203,True,False
B026,49050.780227438896,26.65803273230375,13734.21846368289,7.464249165045048,0.0,0.0,15696.249672780448,8.5305704743372,3924.062418195112,2.1326426185843,5886.093627292667,3.19896392787645,True,False
B027,53914.9414905111,29.301598636147336,15096.183617343107,8.204447618121254,0.0,0.0,17252.781276963553,9.37651156356715,4313.195319240888,2.3441278908917873,6469.792978861332,3.5161918363376805,True,False
B028,26291.38616397222,14.288796828245772,5258.277232794444,2.8577593656491542,3154.9663396766664,1.7146556193894926,7361.588125912222,4.000863111908816,0.0,0.0,5258.277232794444,2.8577593656491542,True,False
B029,42434.24951725556,23.062092128943238,11881.589864831556,6.457385796104107,0.0,0.0,13578.959845521778,7.379869481261836,3394.7399613804446,1.844967370315459,5092.109942070667,2.7674510554731886,True,False
B030,47165.849371044445,25.63361378861111,13206.437823892444,7.177411860811111,0.0,0.0,15093.071798734225,8.202756412355557,3773.2679496835563,2.050689103088889,5659.901924525333,3.076033654633333,True,False
B031,47563.14570128333,25.8495357072192,9512.629140256666,5.16990714144384,5707.577484154,3.1019442848663044,13317.680796359331,7.237869998021376,0.0,0.0,9512.629140256666,5.16990714144384,True,False
B032,30470.77977731667,16.560206400715582,0.0,0.0,10969.480719834002,5.96167430425761,2437.662382185334,1.3248165120572468,7312.987146556001,3.97444953617174,3656.4935732780004,1.98722476808587,True,False
B033,27446.619630227775,14.916641103384661,7685.053496463776,4.176659508947704,0.0,0.0,8782.91828167289,4.773325153083093,2195.7295704182225,1.1933312882707732,3293.594355627333,1.789996932406159,True,False
B034,40147.114826000005,21.81908414456522,0.0,0.0,14452.961337360004,7.85487029204348,3211.7691860800005,1.7455267315652176,9635.307558240002,5.236580194695653,4817.653779120001,2.6182900973478267,True,False
B035,21834.166685138887,11.866394937575482,4366.833337027778,2.373278987515097,2620.1000022166663,1.4239673925090577,6113.566671838888,3.322590582521135,0.0,0.0,4366.833337027778,2.373278987515097,True,False
B037,29750.25316647222,16.1686158513436,0.0,0.0,10710.09113993,5.820701706483696,2380.0202533177776,1.2934892681074879,7140.060759953332,3.880467804322463,3570.030379976666,1.9402339021612316,True,False
B038,60183.42727012778,32.70838438593901,12036.685454025557,6.541676877187803,7222.011272415334,3.9250061263126814,16851.359635635778,9.158347628062922,0.0,0.0,12036.685454025557,6.541676877187803,True,False
B039,48345.91628229999,26.274954501249997,9669.183256459999,5.254990900249999,5801.509953876,3.15299454015,13536.856559043998,7.356987260349999,0.0,0.0,9669.183256459999,5.254990900249999,True,False
B041,40564.16634168889,22.045742577004834,8112.8332683377785,4.409148515400966,4867.699961002667,2.6454891092405797,11357.96657567289,6.172807921561353,0.0,0.0,8112.8332683377785,4.409148515400966,True,False
B042,37894.882122066665,20.595044631557972,10610.566994178667,5.766612496836232,0.0,0.0,12126.362279061334,6.590414282098551,3031.5905697653334,1.6476035705246377,4547.385854648,2.471405355786956,True,False
B043,47045.239607022224,25.568065003816425,13172.667089966222,7.159058201068599,0.0,0.0,15054.476674247111,8.181780801221256,3763.6191685617778,2.045445200305314,5645.428752842668,3.0681678004579713,True,False
B044,48212.08720762778,26.20222130849336,13499.384418135778,7.33662196637814,0.0,0.0,15427.867906440892,8.384710818717876,3856.966976610223,2.096177704679469,5785.450464915334,3.144266557019203,True,False
B045,81684.72381918333,44.3938716408605,22871.72266937133,12.430284059440941,0.0,0.0,26139.11162213867,14.206038925075363,6534.777905534667,3.551509731268841,9802.166858302,5.327264596903261,True,False
B046,35176.002593549994,19.117392713885867,0.0,0.0,12663.360933678,6.882261376998913,2814.080207484,1.5293914171108696,8442.240622452,4.5881742513326085,4221.120311226,2.2940871256663042,True,False
B047,41940.48784986667,22.79374339666667,0.0,0.0,15098.575625952002,8.2057476228,3355.2390279893343,1.823499471733334,10065.717083968002,5.470498415200001,5032.858541984001,2.7352492076000003,True,False
B048,15608.909494966665,8.483102986394927,3121.781898993333,1.6966205972789854,1873.0691393959999,1.0179723583673912,4370.494658590666,2.3752688361905796,0.0,0.0,3121.781898993333,1.6966205972789854,True,False
B049,31865.310079127776,17.31810330387379,6373.062015825555,3.463620660774758,3823.8372094953334,2.078172396464855,8922.286822155778,4.849068925084662,0.0,0.0,6373.062015825555,3.463620660774758,True,False
B050,32276.833454016672,17.541757311965583,9037.513367124668,4.911692047350363,0.0,0.0,10328.586705285335,5.613362339828987,2582.146676321334,1.4033405849572467,3873.2200144820004,2.10501087743587,True,False
B051,42073.1796247389,22.865858491705925,0.0,0.0,15146.344664906004,8.231709057014132,3365.8543699791126,1.8292686793364743,10097.563109937335,5.487806038009421,5048.7815549686675,2.7439030190047107,True,False
B052,37477.9469756611,20.368449443294075,7495.5893951322205,4.073689888658816,4497.353637079333,2.4442139331952895,10493.825153185107,5.703165844122341,0.0,0.0,7495.5893951322205,4.073689888658816,True,False
B053,23765.95557295555,12.916280202693233,6654.467560427554,3.6165584567541056,0.0,0.0,7605.105783345776,4.133209664861835,1901.276445836444,1.0333024162154587,2851.9146687546663,1.5499536243231882,True,False
B054,32447.65756353333,17.63459650192029,6489.531512706666,3.5269193003840575,3893.7189076239993,2.1161515802304343,9085.344117789331,4.9376870205376795,0.0,0.0,6489.531512706666,3.5269193003840575,True,False
B055,35361.551616300014,19.218234574076096,9901.234452564004,5.381105680741307,0.0,0.0,11315.696517216005,6.149835063704351,2828.9241293040013,1.5374587659260877,4243.386193956002,2.3061881488891314,True,False
B056,40254.264143022214,21.877317469033812,0.0,0.0,14491.535091487996,7.875834288852172,3220.341131441777,1.750185397522705,9661.023394325332,5.250556192568115,4830.511697162666,2.6252780962840574,True,False
B057,24676.59680142222,13.411193913816424,0.0,0.0,8883.574848512,4.8280298089739135,1974.1277441137777,1.072895513105314,5922.3832323413335,3.218686539315942,2961.1916161706667,1.609343269657971,True,False
B058,41840.76657215001,22.739547050081526,0.0,0.0,15062.675965974004,8.18623693802935,3347.2613257720013,1.8191637640065224,10041.783977316001,5.457491292019566,5020.891988658001,2.728745646009783,True,False
B059,31136.156945327777,16.921824426808573,6227.231389065556,3.384364885361715,3736.3388334393335,2.030618931217029,8718.123944691777,4.7381108395064,0.0,0.0,6227.231389065556,3.384364885361715,True,False
B060,31336.040984227766,17.030457056645524,0.0,0.0,11280.974754321996,6.130964540392389,2506.8832787382216,1.3624365645316423,7520.649836214664,4.087309693594926,3760.324918107332,2.043654846797463,True,False
B062,18660.957480822228,10.141824717838167,3732.1914961644457,2.0283649435676336,2239.314897698667,1.21701896614058,5225.068094630224,2.839710920994687,0.0,0.0,3732.1914961644457,2.0283649435676336,True,False
B063,18993.318551277775,10.322455734390095,0.0,0.0,6837.594678459999,3.7160840643804343,1519.465484102222,0.8257964587512077,4558.396452306666,2.477389376253623,2279.198226153333,1.2386946881268115,True,False
B064,44390.45036132777,24.12524476159118,8878.090072265555,4.8250489523182365,5326.8540433593325,2.8950293713909416,12429.326101171777,6.755068533245531,0.0,0.0,8878.090072265555,4.8250489523182365,True,False
B065,33438.80794092222,18.173265185283814,6687.761588184444,3.634653037056763,4012.656952910666,2.1807918222340574,9362.86622345822,5.0885142518794675,0.0,0.0,6687.761588184444,3.634653037056763,True,False
B066,26506.049101855562,14.405461468399762,7421.693748519557,4.033529211151933,0.0,0.0,8481.93571259378,4.609747669887924,2120.483928148445,1.152436917471981,3180.7258922226674,1.7286553762079715,True,False
B067,25523.335697455554,13.871378096443236,5104.667139491111,2.7742756192886473,3062.8002836946666,1.6645653715731883,7146.533995287555,3.883985867004106,0.0,0.0,5104.667139491111,2.7742756192886473,True,False
B068,48800.85419754998,26.522203368233686,9760.170839509998,5.304440673646738,5856.102503705998,3.1826644041880425,13664.239175313995,7.426216943105432,0.0,0.0,9760.170839509998,5.304440673646738,True,False
B069,38464.54855374445,20.90464595312198,7692.90971074889,4.180929190624396,4615.745826449333,2.5085575143746377,10770.073595048445,5.853300866874155,0.0,0.0,7692.90971074889,4.180929190624396,True,False
B070,43384.47909603888,23.578521247847217,12147.654146890885,6.60198594939722,0.0,0.0,13883.03331073244,7.545126799311109,3470.75832768311,1.8862816998277772,5206.137491524666,2.8294225497416665,True,False
B071,20605.892898499995,11.198854836141301,0.0,0.0,7418.121443459999,4.031587741010869,1648.4714318799997,0.8959083868913043,4945.414295639999,2.6877251606739128,2472.7071478199996,1.3438625803369564,True,False
B072,59324.15568220554,32.2413889577204,11864.83113644111,6.448277791544081,7118.898681864665,3.8689666749264484,16610.763591017552,9.027588908161713,0.0,0.0,11864.83113644111,6.448277791544081,True,False
B073,84968.43705501666,46.17849839946558,16993.687411003335,9.235699679893116,10196.212446602,5.54141980793587,23791.162375404667,12.929979551850362,0.0,0.0,16993.687411003335,9.235699679893116,True,False
B074,49677.60837079444,26.99870020151872,13909.730343822443,7.559636056425241,0.0,0.0,15896.834678654222,8.639584064485991,3974.2086696635556,2.1598960161214977,5961.313004495333,3.239844024182246,True,False
B075,24476.294472933332,13.302333952681158,6853.362452421334,3.724653506750725,0.0,0.0,7832.4142313386665,4.256746864857971,1958.1035578346666,1.0641867162144927,2937.155336752,1.5962800743217391,True,False
B076,21753.82789125,11.822732549592391,0.0,0.0,7831.37804085,4.25618371785326,1740.3062313,0.9458186039673914,5220.9186939,2.8374558119021738,2610.45934695,1.4187279059510869,True,False
B077,39633.44081464444,21.539913486219806,11097.363428100443,6.031175776141545,0.0,0.0,12682.701060686222,6.892772315590338,3170.6752651715556,1.7231930788975844,4756.012897757332,2.584789618346376,True,False
B079,35696.2732636611,19.400148512859296,0.0,0.0,12850.658374917999,6.984053464629348,2855.7018610928885,1.5520118810287438,8567.105583278664,4.656035643086231,4283.552791639332,2.3280178215431153,True,False
B080,71751.37821063334,38.99531424490942,0.0,0.0,25830.496155828005,14.038313128167394,5740.110256850668,3.1196251395927543,17220.330770552002,9.358875418778261,8610.165385276001,4.679437709389131,True,False
B081,220342.4395303444,119.75132583170891,61695.88306849642,33.53037123287849,0.0,0.0,70509.58064971022,38.32042426614686,17627.395162427554,9.580106066536715,26441.092743641326,14.370159099805068,True,False
B082,62248.20425459999,33.83054579054347,0.0,0.0,22409.353531655997,12.17899648459565,4979.856340367999,2.7064436632434776,14939.569021103998,8.119330989730434,7469.784510551999,4.059665494865217,True,False
B083,35027.48979477222,19.03667923628925,0.0,0.0,12609.896326118,6.853204525064131,2802.199183581778,1.5229343389031402,8406.597550745333,4.5688030167094205,4203.298775372667,2.2844015083547102,True,False
B084,41252.15674074444,22.419650402578498,8250.431348148888,4.4839300805157,4950.258808889333,2.69035804830942,11550.603887408442,6.277502112721979,0.0,0.0,8250.431348148888,4.4839300805157,True,False
B085,41079.96779148888,22.32606945189613,0.0,0.0,14788.788404935998,8.037385002682608,3286.3974233191107,1.7860855561516906,9859.192269957333,5.3582566684550725,4929.596134978667,2.6791283342275363,True,False
B087,47459.34270097222,25.793121033137076,13288.615956272224,7.2220738892783825,0.0,0.0,15186.989664311111,8.253798730603865,3796.747416077778,2.0634496826509663,5695.1211241166675,3.09517452397645,True,False
B088,45822.38718936667,24.903471298568842,9164.477437873335,4.9806942597137684,5498.686462724001,2.9884165558282616,12830.268413022668,6.972971963599276,0.0,0.0,9164.477437873335,4.9806942597137684,True,False
B089,35934.721523205546,19.529739958263885,10061.722026497553,5.4683271883138875,0.0,0.0,11499.110887425777,6.249516786644444,2874.7777218564443,1.562379196661111,4312.1665827846655,2.343568794991666,True,False
B090,43392.13987391113,23.582684714082138,0.0,0.0,15621.170354608008,8.489766497069569,3471.371189912891,1.8866147771265713,10414.11356973867,5.659844331379713,5207.056784869335,2.8299221656898563,True,False
C001,55808.88396821111,30.33091520011473,11161.776793642222,6.066183040022947,6697.066076185333,3.639709824013768,15626.48751109911,8.492656256032125,0.0,0.0,11161.776793642222,6.066183040022947,True,False
C002,19645.093309761112,10.676681146609301,3929.018661952223,2.1353362293218603,2357.4111971713332,1.281201737593116,5500.626126733111,2.989470721050604,0.0,0.0,3929.018661952223,2.1353362293218603,True,False
C003,62233.07224882222,33.82232187435991,12446.614449764445,6.764464374871981,7467.9686698586665,4.058678624923188,17425.26022967022,9.470250124820772,0.0,0.0,12446.614449764445,6.764464374871981,True,False
C005,15304.229517849997,8.317516042309782,0.0,0.0,5509.522626425999,2.9943057752315214,1224.3383614279999,0.6654012833847825,3673.0150842839994,1.9962038501543475,1836.5075421419997,0.9981019250771738,True,False
C006,48902.99043781666,26.577712194465576,13692.837322588664,7.441759414450361,0.0,0.0,15648.956940101332,8.504867902228986,3912.239235025333,2.1262169755572464,5868.358852538,3.1893254633358694,True,False
C007,11847.749085394444,6.438994068149154,3317.3697439104444,1.8029183390817634,0.0,0.0,3791.2797073262223,2.0604781018077296,947.8199268315556,0.5151195254519324,1421.7298902473333,0.7726792881778985,True,False
C008,30390.492569811107,16.516572048810385,6078.098513962222,3.303314409762077,3646.8591083773326,1.981988645857246,8509.33791954711,4.624640173666908,0.0,0.0,6078.098513962222,3.303314409762077,True,False
C009,35665.382217616665,19.383359900878624,9986.307020932667,5.427340772246015,0.0,0.0,11412.922309637333,6.20267516828116,2853.2305774093334,1.55066879207029,4279.845866113999,2.3260031881054344,True,False
C010,28368.579471049994,15.417706234266301,0.0,0.0,10212.688609578,5.5503742443358695,2269.486357684,1.2334164987413043,6808.4590730519985,3.700249496223912,3404.2295365259993,1.850124748111956,True,False
C011,35719.49073521112,19.412766703919086,0.0,0.0,12859.016664676004,6.988596013410872,2857.5592588168897,1.553021336313527,8572.677776450668,4.659064008940581,4286.338888225334,2.3295320044702903,True,False
C012,38066.726762205566,20.688438457720416,10658.683493417559,5.792762768161716,0.0,0.0,12181.352563905783,6.620300306470534,3045.3381409764456,1.6550750766176334,4568.007211464667,2.48261261492645,True,False
C013,78356.95221293333,42.585300115724635,15671.390442586668,8.517060023144928,9402.834265552001,5.110236013886957,21939.946619621333,11.923884032402897,0.0,0.0,15671.390442586668,8.517060023144928,True,False
C014,51863.84929382222,28.186874616207728,0.0,0.0,18670.985745776,10.147274861834783,4149.107943505778,2.2549499692966184,12447.323830517333,6.764849907889855,6223.661915258666,3.3824249539449274,True,False
C015,62168.55847778334,33.78726004227356,0.0,0.0,22380.681052002008,12.163413615218483,4973.484678222668,2.7029808033818847,14920.454034668,8.108942410145653,7460.227017334,4.054471205072827,True,False
C016,36227.82615573333,19.689035954202897,0.0,0.0,13042.017416064002,7.088052943513045,2898.2260924586667,1.575122876336232,8694.678277375999,4.725368629008695,4347.339138687999,2.3626843145043477,True,False
C017,35761.19452713889,19.43543180822766,0.0,0.0,12874.030029770001,6.996755450961957,2860.8955621711116,1.5548345446582128,8582.686686513332,4.664503633974637,4291.343343256666,2.3322518169873185,True,False
C018,64096.82429554443,34.83523059540458,17947.110802752442,9.753864566713284,0.0,0.0,20510.98377457422,11.147273790529466,5127.745943643555,2.7868184476323665,7691.618915465332,4.1802276714485505,True,False
C019,54582.93956671111,29.664641068864732,0.0,0.0,19649.858244016003,10.679270784791306,4366.635165336889,2.373171285509179,13099.905496010666,7.1195138565275355,6549.952748005333,3.5597569282637678,True,False
C020,42467.6742945,23.080257768750002,0.0,0.0,15288.362746020002,8.308892796750001,3397.4139435600005,1.8464206215000003,10192.241830680001,5.5392618645,5096.1209153400005,2.76963093225,True,False
C021,14529.186497077777,7.8962970092814,2905.8372994155557,1.5792594018562802,1743.5023796493333,0.9475556411137681,4068.1722191817776,2.210963162598792,0.0,0.0,2905.8372994155557,1.5792594018562802,True,False
C023,11875.275819477778,6.453954249716183,0.0,0.0,4275.099295012001,2.3234235298978265,950.0220655582224,0.5163163399772948,2850.0661966746666,1.548949019931884,1425.0330983373333,0.774474509965942,True,False
C024,22713.50657586111,12.34429705209843,0.0,0.0,8176.86236731,4.443946938755435,1817.080526068889,0.9875437641678745,5451.241578206666,2.962631292503623,2725.620789103333,1.4813156462518116,True,False
C025,42793.26955085,23.257211712418478,0.0,0.0,15405.577038305999,8.37259621647065,3423.4615640680004,1.8605769369934784,10270.384692204,5.581730810980434,5135.192346102,2.790865405490217,True,False
C026,20838.792622627778,11.32543077316727,4167.758524525556,2.265086154633454,2500.655114715333,1.3590516927800724,5834.861934335778,3.1711206164868355,0.0,0.0,4167.758524525556,2.265086154633454,True,False
C027,36640.308477499995,19.913211129076085,0.0,0.0,13190.511051899999,7.168756006467391,2931.2246782,1.593056890326087,8793.674034599999,4.77917067097826,4396.837017299999,2.38958533548913,True,False
C028,39016.76719091667,21.204764777672104,7803.353438183334,4.2409529555344205,4682.01206291,2.5445717733206523,10924.694813456666,5.937334137748188,0.0,0.0,7803.353438183334,4.2409529555344205,True,False
C029,32870.29360513889,17.864290002792874,0.0,0.0,11833.305697850003,6.431144401005437,2629.6234884111113,1.42914320022343,7888.870465233333,4.28742960067029,3944.4352326166663,2.143714800335145,True,False
C030,34313.56824046667,18.648678391557976,0.0,0.0,12352.884566568004,6.713524220960871,2745.0854592373344,1.4918942713246381,8235.256377712001,4.475682813973914,4117.628188856001,2.237841406986957,True,False
C031,34731.39555137777,18.875758451835743,9724.790754385775,5.285212366514008,0.0,0.0,11114.046576440887,6.040242704587439,2778.511644110222,1.5100606761468598,4167.767466165332,2.265091014220289,True,False
C032,50969.39019394444,27.700755540187195,14271.429254304443,7.756211551252415,0.0,0.0,16310.204862062223,8.864241772859904,4077.5512155155557,2.216060443214976,6116.326823273333,3.3240906648224633,True,False
C033,43507.20630114445,23.645220815839373,12182.017764320444,6.620661828435024,0.0,0.0,13922.306016366225,7.566470661068601,3480.576504091556,1.8916176652671501,5220.864756137334,2.837426497900725,True,False
C034,15693.754699349998,8.529214510516303,3138.75093987,1.7058429021032608,1883.2505639219999,1.0235057412619564,4394.251315818,2.3881800629445653,0.0,0.0,3138.75093987,1.7058429021032608,True,False
C035,52475.90133745556,28.519511596443238,14693.252374487558,7.985463247004108,0.0,0.0,16792.28842798578,9.126243710861836,4198.072106996445,2.281560927715459,6297.108160494667,3.4223413915731884,True,False
C036,55157.43832285555,29.976868653725845,0.0,0.0,19856.677796228003,10.791672715341306,4412.595065828445,2.3981494922980677,13237.785197485333,7.194448476894203,6618.892598742666,3.5972242384471014,True,False
C037,33026.331617572214,17.94909327041968,0.0,0.0,11889.479382325997,6.461673577351085,2642.106529405777,1.4359274616335744,7926.319588217331,4.307782384900723,3963.1597941086657,2.1538911924503616,True,False
C038,33808.89065442777,18.3743970947977,0.0,0.0,12171.200635593998,6.614782954127173,2704.711252354222,1.4699517675838163,8114.133757062666,4.409855302751449,4057.066878531333,2.2049276513757246,True,False
C039,24651.70297236111,13.397664658891907,4930.340594472222,2.679532931778381,2958.204356683333,1.607719759067029,6902.47683226111,3.7513461044897336,0.0,0.0,4930.340594472222,2.679532931778381,True,False
C040,28322.717176794435,15.392781074344802,0.0,0.0,10196.178183645998,5.541401186764129,2265.817374143555,1.2314224859475842,6797.452122430664,3.694267457842752,3398.726061215332,1.847133728921376,True,False
C041,39102.35659886112,21.25128076025061,0.0,0.0,14076.848375590007,7.650461073690221,3128.18852790889,1.700102460820049,9384.56558372667,5.100307382460146,4692.282791863335,2.550153691230073,True,False
C042,13688.300056238886,7.4392935088254815,2737.660011247777,1.4878587017650964,1642.5960067486665,0.8927152210590579,3832.7240157468877,2.0830021824711347,0.0,0.0,2737.660011247777,1.4878587017650964,True,False
C043,62526.035318716655,33.98154093408514,17507.289889240663,9.514831461543839,0.0,0.0,20008.331301989332,10.874093098907245,5002.082825497333,2.7185232747268113,7503.124238245999,4.077784912090217,True,False
C044,31125.468966511107,16.91601574266908,0.0,0.0,11205.168827943999,6.089765667360869,2490.0375173208886,1.3532812594135264,7470.112551962666,4.059843778240579,3735.056275981333,2.0299218891202897,True,False
C045,31358.628222133328,17.042732729420287,8780.415902197332,4.77196516423768,0.0,0.0,10034.761031082666,5.453674473414492,2508.6902577706664,1.363418618353623,3763.0353866559994,2.0451279275304346,True,False
C047,55113.177605849996,29.952813916222823,15431.689729638,8.38678789654239,0.0,0.0,17636.216833872,9.584900453191304,4409.054208468,2.396225113297826,6613.581312702,3.5943376699467393,True,False
C048,39534.62369826666,21.486208531666662,7906.924739653332,4.297241706333333,4744.154843791999,2.5783450237999994,11069.694635514665,6.016138388866666,0.0,0.0,7906.924739653332,4.297241706333333,True,False
C049,35014.36405942223,19.029545684468605,0.0,0.0,12605.171061392004,6.850636446408698,2801.149124753779,1.5223636547574884,8403.447374261335,4.567090964272465,4201.723687130668,2.2835454821362324,True,False
C050,43479.56479735555,23.630198259432365,12174.278143259555,6.616455512641062,0.0,0.0,13913.460735153778,7.561663443018357,3478.3651837884445,1.8904158607545893,5217.547775682667,2.835623791131884,True,False
C051,45453.88485870556,24.70319829277476,0.0,0.0,16363.398549134003,8.893151385398914,3636.310788696445,1.976255863421981,10908.932366089335,5.928767590265943,5454.466183044668,2.9643837951329717,True,False
C052,45212.07348688333,24.57177906895833,9042.414697376667,4.914355813791667,5425.448818426,2.948613488275,12659.380576327334,6.880098139308334,0.0,0.0,9042.414697376667,4.914355813791667,True,False
C053,28724.975797194442,15.611399889779587,0.0,0.0,10340.99128699,5.620103960320652,2297.9980637755557,1.2489119911823672,6893.994191326666,3.746735973547101,3446.997095663333,1.8733679867735504,True,False
C054,24130.824062800002,13.114578295000001,6756.630737584001,3.6720819226000003,0.0,0.0,7721.863700096001,4.1966650544,1930.4659250240002,1.0491662636,2895.6988875360003,1.5737493954000001,True,False
C055,34978.815042888884,19.010225566787437,6995.763008577777,3.8020451133574875,4197.457805146666,2.2812270680144926,9794.068212008888,5.322863158700483,0.0,0.0,6995.763008577777,3.8020451133574875,True,False
C056,29902.08268977221,16.25113189661533,8372.583153136218,4.550316931052293,0.0,0.0,9568.666460727109,5.200362206916907,2392.166615181777,1.3000905517292267,3588.2499227726653,1.9501358275938399,True,False
C057,22388.93185013333,12.16789774463768,0.0,0.0,8060.015466047998,4.380443188069564,1791.1145480106666,0.9734318195710144,5373.343644031999,2.920295458713043,2686.6718220159996,1.4601477293565215,True,False
C058,27476.528135622222,14.932895725881643,0.0,0.0,9891.550128824001,5.375842461317392,2198.122250849778,1.1946316580705316,6594.366752549334,3.5838949742115944,3297.183376274667,1.7919474871057972,True,False
C059,75270.98238103889,40.908142598390704,15054.196476207779,8.18162851967814,9032.517885724666,4.908977111806884,21075.87506669089,11.454279927549397,0.0,0.0,15054.196476207779,8.18162851967814,True,False
C060,31511.168357861112,17.12563497709843,0.0,0.0,11344.020608830002,6.165228591755436,2520.8934686288894,1.3700507981678747,7562.680405886666,4.110152394503623,3781.340202943333,2.0550761972518115,True,False
C061,26243.618772583333,14.262836289447463,7348.213256323334,3.99359416104529,0.0,0.0,8397.958007226667,4.5641076126231885,2099.489501806667,1.1410269031557971,3149.23425271,1.7115403547336956,True,False
C062,20489.565204188882,11.135633263146131,4097.913040837777,2.2271266526292264,2458.747824502666,1.3362759915775357,5737.078257172887,3.1179773136809166,0.0,0.0,4097.913040837777,2.2271266526292264,True,False
C063,28481.727204738894,15.479199567792877,5696.345440947779,3.0958399135585757,3417.807264568667,1.8575039481351452,7974.88361732689,4.3341758789820055,0.0,0.0,5696.345440947779,3.0958399135585757,True,False
C064,35311.27888621667,19.190912438161234,0.0,0.0,12712.060399038002,6.908728477738045,2824.9023108973342,1.535272995052899,8474.706932692001,4.605818985158696,4237.3534663460005,2.302909492579348,True,False
