store_id,day_of_week,allowed_start_time,allowed_end_time,forbidden_intervals,has_time_constraint
B047,Wednesday,05:00,22:00,,False
B047,Thursday,05:00,22:00,,False
B047,Friday,05:00,22:00,,False
B047,Saturday,05:00,22:00,,False
B047,Sunday,05:00,22:00,,False
B048,Monday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
B048,Tuesday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
B048,Wednesday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
B048,Thursday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
B048,Friday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
B048,Saturday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
B048,Sunday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
B049,Monday,05:00,22:00,,False
B049,Tuesday,05:00,22:00,,False
B049,Wednesday,05:00,22:00,,False
B049,Thursday,05:00,22:00,,False
B049,Friday,05:00,22:00,,False
B049,Saturday,05:00,22:00,,False
B049,Sunday,05:00,22:00,,False
B050,Monday,05:00,22:00,,False
B050,Tuesday,05:00,22:00,,False
B050,Wednesday,05:00,22:00,,False
B050,Thursday,05:00,22:00,,False
B050,Friday,05:00,22:00,,False
B050,Saturday,05:00,22:00,,False
B050,Sunday,05:00,22:00,,False
B051,Monday,05:00,22:00,,False
B051,Tuesday,05:00,22:00,,False
B051,Wednesday,05:00,22:00,,False
B051,Thursday,05:00,22:00,,False
B051,Friday,05:00,22:00,,False
B051,Saturday,05:00,22:00,,False
B051,Sunday,05:00,22:00,,False
B052,Monday,05:00,22:00,,False
B052,Tuesday,05:00,22:00,,False
B052,Wednesday,05:00,22:00,,False
B052,Thursday,05:00,22:00,,False
B052,Friday,05:00,22:00,,False
B052,Saturday,05:00,22:00,,False
B052,Sunday,05:00,22:00,,False
B053,Monday,05:00,22:00,,False
B053,Tuesday,05:00,22:00,,False
B053,Wednesday,05:00,22:00,,False
B053,Thursday,05:00,22:00,,False
B053,Friday,05:00,22:00,,False
B053,Saturday,05:00,22:00,,False
B053,Sunday,05:00,22:00,,False
B054,Monday,05:00,22:00,,False
B054,Tuesday,05:00,22:00,,False
B054,Wednesday,05:00,22:00,,False
B054,Thursday,05:00,22:00,,False
B054,Friday,05:00,22:00,,False
B054,Saturday,05:00,22:00,,False
B054,Sunday,05:00,22:00,,False
B055,Monday,05:00,22:00,,False
B055,Tuesday,05:00,22:00,,False
B055,Wednesday,05:00,22:00,,False
B055,Thursday,05:00,22:00,,False
B055,Friday,05:00,22:00,,False
B055,Saturday,05:00,22:00,,False
B055,Sunday,05:00,22:00,,False
B056,Monday,05:00,22:00,,False
B056,Tuesday,05:00,22:00,,False
B056,Wednesday,05:00,22:00,,False
B056,Thursday,05:00,22:00,,False
B056,Friday,05:00,22:00,,False
B056,Saturday,05:00,22:00,,False
B056,Sunday,05:00,22:00,,False
B057,Monday,05:00,22:00,,False
B057,Tuesday,05:00,22:00,,False
B057,Wednesday,05:00,22:00,,False
B057,Thursday,05:00,22:00,,False
B057,Friday,05:00,22:00,,False
B057,Saturday,05:00,22:00,,False
B057,Sunday,05:00,22:00,,False
B058,Monday,05:00,22:00,,False
B058,Tuesday,05:00,22:00,,False
B058,Wednesday,05:00,22:00,,False
B058,Thursday,05:00,22:00,,False
B058,Friday,05:00,22:00,,False
B058,Saturday,05:00,22:00,,False
B058,Sunday,05:00,22:00,,False
B059,Monday,05:00,22:00,,False
B059,Tuesday,05:00,22:00,,False
B059,Wednesday,05:00,22:00,,False
B059,Thursday,05:00,22:00,,False
B059,Friday,05:00,22:00,,False
B059,Saturday,05:00,22:00,,False
B059,Sunday,05:00,22:00,,False
B060,Monday,05:00,22:00,,False
B060,Tuesday,05:00,22:00,,False
B060,Wednesday,05:00,22:00,,False
B060,Thursday,05:00,22:00,,False
B060,Friday,05:00,22:00,,False
B060,Saturday,05:00,22:00,,False
B060,Sunday,05:00,22:00,,False
B062,Monday,05:00,22:00,,False
B062,Tuesday,05:00,22:00,,False
B062,Wednesday,05:00,22:00,,False
B062,Thursday,05:00,22:00,,False
B062,Friday,05:00,22:00,,False
B062,Saturday,05:00,22:00,,False
B062,Sunday,05:00,22:00,,False
B063,Monday,05:00,22:00,,False
B063,Tuesday,05:00,22:00,,False
B063,Wednesday,05:00,22:00,,False
B063,Thursday,05:00,22:00,,False
B063,Friday,05:00,22:00,,False
B063,Saturday,05:00,22:00,,False
B063,Sunday,05:00,22:00,,False
B064,Monday,05:00,22:00,,False
B064,Tuesday,05:00,22:00,,False
B064,Wednesday,05:00,22:00,,False
B064,Thursday,05:00,22:00,,False
B064,Friday,05:00,22:00,,False
B064,Saturday,05:00,22:00,,False
B064,Sunday,05:00,22:00,,False
B065,Monday,05:00,22:00,,False
B065,Tuesday,05:00,22:00,,False
B065,Wednesday,05:00,22:00,,False
B065,Thursday,05:00,22:00,,False
B065,Friday,05:00,22:00,,False
B065,Saturday,05:00,22:00,,False
B065,Sunday,05:00,22:00,,False
B066,Monday,05:00,22:00,,False
B066,Tuesday,05:00,22:00,,False
B066,Wednesday,05:00,22:00,,False
B066,Thursday,05:00,22:00,,False
B066,Friday,05:00,22:00,,False
B066,Saturday,05:00,22:00,,False
B066,Sunday,05:00,22:00,,False
B067,Monday,05:00,22:00,,False
B067,Tuesday,05:00,22:00,,False
B067,Wednesday,05:00,22:00,,False
B067,Thursday,05:00,22:00,,False
B067,Friday,05:00,22:00,,False
B067,Saturday,05:00,22:00,,False
B067,Sunday,05:00,22:00,,False
B068,Monday,05:00,22:00,,False
B068,Tuesday,05:00,22:00,,False
B068,Wednesday,05:00,22:00,,False
B068,Thursday,05:00,22:00,,False
B068,Friday,05:00,22:00,,False
B068,Saturday,05:00,22:00,,False
B068,Sunday,05:00,22:00,,False
B069,Monday,05:00,22:00,,False
B069,Tuesday,05:00,22:00,,False
B069,Wednesday,05:00,22:00,,False
B069,Thursday,05:00,22:00,,False
B069,Friday,05:00,22:00,,False
B069,Saturday,05:00,22:00,,False
B069,Sunday,05:00,22:00,,False
B070,Monday,05:00,22:00,,False
B070,Tuesday,05:00,22:00,,False
B070,Wednesday,05:00,22:00,,False
B070,Thursday,05:00,22:00,,False
B070,Friday,05:00,22:00,,False
B070,Saturday,05:00,22:00,,False
B070,Sunday,05:00,22:00,,False
B071,Monday,05:00,22:00,,False
B071,Tuesday,05:00,22:00,,False
B071,Wednesday,05:00,22:00,,False
B071,Thursday,05:00,22:00,,False
B071,Friday,05:00,22:00,,False
B071,Saturday,05:00,22:00,,False
B071,Sunday,05:00,22:00,,False
B072,Monday,05:00,22:00,,False
B072,Tuesday,05:00,22:00,,False
B072,Wednesday,05:00,22:00,,False
B072,Thursday,05:00,22:00,,False
B072,Friday,05:00,22:00,,False
B072,Saturday,05:00,22:00,,False
B072,Sunday,05:00,22:00,,False
B073,Monday,05:00,22:00,,False
B073,Tuesday,05:00,22:00,,False
B073,Wednesday,05:00,22:00,,False
B073,Thursday,05:00,22:00,,False
B073,Friday,05:00,22:00,,False
B073,Saturday,05:00,22:00,,False
B073,Sunday,05:00,22:00,,False
B074,Monday,05:00,22:00,,False
B074,Tuesday,05:00,22:00,,False
B074,Wednesday,05:00,22:00,,False
B074,Thursday,05:00,22:00,,False
B074,Friday,05:00,22:00,,False
B074,Saturday,05:00,22:00,,False
B074,Sunday,05:00,22:00,,False
B075,Monday,05:00,22:00,,False
B075,Tuesday,05:00,22:00,,False
B075,Wednesday,05:00,22:00,,False
B075,Thursday,05:00,22:00,,False
B075,Friday,05:00,22:00,,False
B075,Saturday,05:00,22:00,,False
B075,Sunday,05:00,22:00,,False
B076,Monday,05:00,22:00,,False
B076,Tuesday,05:00,22:00,,False
B076,Wednesday,05:00,22:00,,False
B076,Thursday,05:00,22:00,,False
B076,Friday,05:00,22:00,,False
B076,Saturday,05:00,22:00,,False
B076,Sunday,05:00,22:00,,False
B077,Monday,05:00,22:00,,False
B077,Tuesday,05:00,22:00,,False
B077,Wednesday,05:00,22:00,,False
B077,Thursday,05:00,22:00,,False
B077,Friday,05:00,22:00,,False
B077,Saturday,05:00,22:00,,False
B077,Sunday,05:00,22:00,,False
B079,Monday,05:00,22:00,,False
B079,Tuesday,05:00,22:00,,False
B079,Wednesday,05:00,22:00,,False
B079,Thursday,05:00,22:00,,False
B079,Friday,05:00,22:00,,False
B079,Saturday,05:00,22:00,,False
B079,Sunday,05:00,22:00,,False
B080,Monday,05:00,22:00,,False
B080,Tuesday,05:00,22:00,,False
B080,Wednesday,05:00,22:00,,False
B080,Thursday,05:00,22:00,,False
B080,Friday,05:00,22:00,,False
B080,Saturday,05:00,22:00,,False
B080,Sunday,05:00,22:00,,False
B081,Monday,05:00,22:00,,False
B081,Tuesday,05:00,22:00,,False
B081,Wednesday,05:00,22:00,,False
B081,Thursday,05:00,22:00,,False
B081,Friday,05:00,22:00,,False
B081,Saturday,05:00,22:00,,False
B081,Sunday,05:00,22:00,,False
B082,Monday,05:00,22:00,,False
B082,Tuesday,05:00,22:00,,False
B082,Wednesday,05:00,22:00,,False
B082,Thursday,05:00,22:00,,False
B082,Friday,05:00,22:00,,False
B082,Saturday,05:00,22:00,,False
B082,Sunday,05:00,22:00,,False
B083,Monday,05:00,22:00,,False
B083,Tuesday,05:00,22:00,,False
B083,Wednesday,05:00,22:00,,False
B083,Thursday,05:00,22:00,,False
B083,Friday,05:00,22:00,,False
B083,Saturday,05:00,22:00,,False
B083,Sunday,05:00,22:00,,False
B084,Monday,05:00,22:00,,False
B084,Tuesday,05:00,22:00,,False
B084,Wednesday,05:00,22:00,,False
B084,Thursday,05:00,22:00,,False
B084,Friday,05:00,22:00,,False
B084,Saturday,05:00,22:00,,False
B084,Sunday,05:00,22:00,,False
B085,Monday,05:00,22:00,,False
B085,Tuesday,05:00,22:00,,False
B085,Wednesday,05:00,22:00,,False
B085,Thursday,05:00,22:00,,False
B085,Friday,05:00,22:00,,False
B085,Saturday,05:00,22:00,,False
B085,Sunday,05:00,22:00,,False
B087,Monday,05:00,22:00,,False
B087,Tuesday,05:00,22:00,,False
B087,Wednesday,05:00,22:00,,False
B087,Thursday,05:00,22:00,,False
B087,Friday,05:00,22:00,,False
B087,Saturday,05:00,22:00,,False
B087,Sunday,05:00,22:00,,False
B088,Monday,05:00,22:00,,False
B088,Tuesday,05:00,22:00,,False
B088,Wednesday,05:00,22:00,,False
B088,Thursday,05:00,22:00,,False
B088,Friday,05:00,22:00,,False
B088,Saturday,05:00,22:00,,False
B088,Sunday,05:00,22:00,,False
B089,Monday,05:00,22:00,,False
B089,Tuesday,05:00,22:00,,False
B089,Wednesday,05:00,22:00,,False
B089,Thursday,05:00,22:00,,False
B089,Friday,05:00,22:00,,False
B089,Saturday,05:00,22:00,,False
B089,Sunday,05:00,22:00,,False
B090,Monday,05:00,22:00,,False
B090,Tuesday,05:00,22:00,,False
B090,Wednesday,05:00,22:00,,False
B090,Thursday,05:00,22:00,,False
B090,Friday,05:00,22:00,,False
B090,Saturday,05:00,22:00,,False
B090,Sunday,05:00,22:00,,False
C001,Monday,05:00,22:00,,False
C001,Tuesday,05:00,22:00,,False
C001,Wednesday,05:00,22:00,,False
C001,Thursday,05:00,22:00,,False
C001,Friday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
C001,Saturday,05:00,22:00,,False
C001,Sunday,05:00,22:00,,False
C002,Monday,05:00,22:00,,False
C002,Tuesday,05:00,22:00,,False
C002,Wednesday,05:00,22:00,,False
C002,Thursday,05:00,22:00,,False
C002,Friday,05:00,22:00,,False
C002,Saturday,05:00,22:00,,False
C002,Sunday,05:00,22:00,,False
C003,Monday,05:00,22:00,,False
C003,Tuesday,05:00,22:00,,False
C003,Wednesday,05:00,22:00,,False
C003,Thursday,05:00,22:00,,False
C003,Friday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
C003,Saturday,05:00,22:00,,False
C003,Sunday,05:00,22:00,,False
C005,Monday,05:00,22:00,,False
C005,Tuesday,05:00,22:00,,False
C005,Wednesday,05:00,22:00,,False
C005,Thursday,05:00,22:00,,False
C005,Friday,05:00,22:00,,False
C005,Saturday,05:00,22:00,,False
C005,Sunday,05:00,22:00,,False
C006,Monday,05:00,22:00,,False
C006,Tuesday,05:00,22:00,,False
C006,Wednesday,05:00,22:00,,False
C006,Thursday,05:00,22:00,,False
C006,Friday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
C006,Saturday,05:00,22:00,,False
C006,Sunday,05:00,22:00,,False
C007,Monday,05:00,10:00,,True
C007,Tuesday,05:00,10:00,,True
C007,Wednesday,05:00,10:00,,True
C007,Thursday,05:00,10:00,,True
C007,Friday,05:00,10:00,,True
C007,Saturday,05:00,10:00,,True
C007,Sunday,05:00,10:00,,True
C008,Monday,05:00,22:00,,False
C008,Tuesday,05:00,22:00,,False
C008,Wednesday,05:00,22:00,,False
C008,Thursday,05:00,22:00,,False
C008,Friday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
C008,Saturday,05:00,22:00,,False
C008,Sunday,05:00,22:00,,False
C009,Monday,05:00,22:00,,False
C009,Tuesday,05:00,22:00,,False
C009,Wednesday,05:00,22:00,,False
C009,Thursday,05:00,22:00,,False
C009,Friday,05:00,22:00,,False
C009,Saturday,05:00,22:00,,False
C009,Sunday,05:00,22:00,,False
C010,Monday,05:00,22:00,,False
C010,Tuesday,05:00,22:00,,False
C010,Wednesday,05:00,22:00,,False
C010,Thursday,05:00,22:00,,False
C010,Friday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
C010,Saturday,05:00,22:00,,False
C010,Sunday,05:00,22:00,,False
C011,Monday,05:00,22:00,,False
C011,Tuesday,05:00,22:00,,False
C011,Wednesday,05:00,22:00,,False
C011,Thursday,05:00,22:00,,False
C011,Friday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
C011,Saturday,05:00,22:00,,False
C011,Sunday,05:00,22:00,,False
C012,Monday,05:00,22:00,,False
C012,Tuesday,05:00,22:00,,False
C012,Wednesday,05:00,22:00,,False
C012,Thursday,05:00,22:00,,False
C012,Friday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
C012,Saturday,05:00,22:00,,False
C012,Sunday,05:00,22:00,,False
C013,Monday,05:00,22:00,,False
C013,Tuesday,05:00,22:00,,False
C013,Wednesday,05:00,22:00,,False
C013,Thursday,05:00,22:00,,False
C013,Friday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
C013,Saturday,05:00,22:00,,False
C013,Sunday,05:00,22:00,,False
C014,Monday,05:00,22:00,,False
C014,Tuesday,05:00,22:00,,False
C014,Wednesday,05:00,22:00,,False
C014,Thursday,05:00,22:00,,False
C014,Friday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
C014,Saturday,05:00,22:00,,False
C014,Sunday,05:00,22:00,,False
C015,Monday,05:00,22:00,,False
C015,Tuesday,05:00,22:00,,False
C015,Wednesday,05:00,22:00,,False
C015,Thursday,05:00,22:00,,False
C015,Friday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
C015,Saturday,05:00,22:00,,False
C015,Sunday,05:00,22:00,,False
C016,Monday,05:00,22:00,,False
C016,Tuesday,05:00,22:00,,False
C016,Wednesday,05:00,22:00,,False
C016,Thursday,05:00,22:00,,False
C016,Friday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
C016,Saturday,05:00,22:00,,False
C016,Sunday,05:00,22:00,,False
C017,Monday,05:00,22:00,,False
C017,Tuesday,05:00,22:00,,False
C017,Wednesday,05:00,22:00,,False
C017,Thursday,05:00,22:00,,False
C017,Friday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
C017,Saturday,05:00,22:00,,False
C017,Sunday,05:00,22:00,,False
C018,Monday,05:00,22:00,,False
C018,Tuesday,05:00,22:00,,False
C018,Wednesday,05:00,22:00,,False
C018,Thursday,05:00,22:00,,False
C018,Friday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
C018,Saturday,05:00,22:00,,False
C018,Sunday,05:00,22:00,,False
C019,Monday,05:00,22:00,,False
C019,Tuesday,05:00,22:00,,False
C019,Wednesday,05:00,22:00,,False
C019,Thursday,05:00,22:00,,False
C019,Friday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
C019,Saturday,05:00,22:00,,False
C019,Sunday,05:00,22:00,,False
C020,Monday,05:00,22:00,,False
C020,Tuesday,05:00,22:00,,False
C020,Wednesday,05:00,22:00,,False
C020,Thursday,05:00,22:00,,False
C020,Friday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
C020,Saturday,05:00,22:00,,False
C020,Sunday,05:00,22:00,,False
C021,Monday,05:00,22:00,,False
C021,Tuesday,05:00,22:00,,False
C021,Wednesday,05:00,22:00,,False
C021,Thursday,05:00,22:00,,False
C021,Friday,05:00,22:00,"[[""12:30"", ""14:30""]]",True
C021,Saturday,05:00,22:00,,False
C021,Sunday,05:00,22:00,,False
C023,Monday,05:00,22:00,,False
C023,Tuesday,05:00,22:00,,False
C023,Wednesday,05:00,22:00,,False
C023,Thursday,05:00,22:00,,False
